,index,country,year,population,gdp,co2,co2_growth_prct
2358,10171,Croatia,2003,4461141.0,63955259392.0,23.215,6.057
2359,10172,Croatia,2004,4443351.0,67606573056.0,22.888,-1.41
2360,10173,Croatia,2005,4429687.0,71536394240.0,23.344,1.992
2361,10174,Croatia,2006,4417562.0,76142043136.0,23.55,0.883
2362,10175,Croatia,2007,4405542.0,81332862976.0,24.863,5.575
2363,10176,Croatia,2008,4393666.0,84280721408.0,23.595,-5.099
2364,10177,Croatia,2009,4382142.0,79251070976.0,21.804,-7.589
2365,10178,Croatia,2010,4368680.0,79107170304.0,21.016,-3.615
2366,10179,Croatia,2011,4351838.0,80079052800.0,20.65,-1.745
2367,10180,Croatia,2012,4331592.0,78321270784.0,19.087,-7.565
2368,10181,Croatia,2013,4308854.0,77479518208.0,18.432,-3.433
2369,10182,Croatia,2014,4283968.0,77088243712.0,17.682,-4.072
2370,10183,Croatia,2015,4254821.0,78221434880.0,17.825,0.81
2371,10184,Croatia,2016,4223748.0,80230187008.0,18.109,1.595
2372,10185,Croatia,2017,4192468.0,82748776448.0,18.744,3.506
2373,10186,Croatia,2018,4160488.0,84978688000.0,17.724,-5.441
2374,10187,Croatia,2019,4129749.0,,17.857,0.752
2375,10188,Croatia,2020,4096872.0,,16.871,-5.527
2376,10189,Croatia,2021,4060139.0,,17.701,4.925
2377,10320,Cuba,1980,9809115.0,39614689280.0,31.374,-0.98
2378,10321,Cuba,1981,9848561.0,42900520960.0,32.723,4.301
2379,10322,Cuba,1982,9908882.0,43936702464.0,34.527,5.512
2380,10323,Cuba,1983,9984591.0,46518333440.0,30.821,-10.736
2381,10324,Cuba,1984,10065537.0,50424131584.0,32.581,5.711
2382,10325,Cuba,1985,10149048.0,51630080000.0,32.556,-0.076
2383,10326,Cuba,1986,10235476.0,51678724096.0,33.547,3.043
2384,10327,Cuba,1987,10326905.0,50233470976.0,33.933,1.152
2385,10328,Cuba,1988,10425438.0,51847708672.0,35.616,4.96
2386,10329,Cuba,1989,10527187.0,52350599168.0,35.719,0.288
2387,10330,Cuba,1990,10626679.0,49943662592.0,29.648,-16.996
2388,10331,Cuba,1991,10713809.0,42598297600.0,27.17,-8.359
2389,10332,Cuba,1992,10783745.0,36651618304.0,20.593,-24.207
2390,10333,Cuba,1993,10840934.0,28833505280.0,19.823,-3.741
2391,10334,Cuba,1994,10887204.0,29226991616.0,21.382,7.867
2392,10335,Cuba,1995,10926708.0,31242330112.0,22.835,6.794
2393,10336,Cuba,1996,10963036.0,35625750528.0,23.333,2.18
2394,10337,Cuba,1997,10998130.0,37729136640.0,24.809,6.326
2395,10338,Cuba,1998,11033762.0,37789593600.0,24.294,-2.076
2396,10339,Cuba,1999,11070093.0,40250896384.0,24.467,0.713
2397,10340,Cuba,2000,11105799.0,44692111360.0,25.775,5.348
2398,10341,Cuba,2001,11139130.0,47301967872.0,25.216,-2.171
2399,10342,Cuba,2002,11170054.0,48976941056.0,25.524,1.221
2400,10343,Cuba,2003,11199215.0,50659545088.0,25.943,1.642
2401,10344,Cuba,2004,11225296.0,51357048832.0,25.221,-2.781
2402,10345,Cuba,2005,11246113.0,53114044416.0,24.442,-3.089
2403,10346,Cuba,2006,11260636.0,61018247168.0,24.693,1.027
2404,10347,Cuba,2007,11269890.0,63463485440.0,24.24,-1.833
2405,10348,Cuba,2008,11276607.0,67603095552.0,28.108,15.957
2406,10349,Cuba,2009,11283184.0,70355910656.0,28.396,1.025
2407,10350,Cuba,2010,11290420.0,74083581952.0,34.2,20.438
2408,10351,Cuba,2011,11298713.0,78036992000.0,29.431,-13.944
2409,10352,Cuba,2012,11309292.0,80388153344.0,29.839,1.385
2410,10353,Cuba,2013,11321583.0,83013746688.0,28.125,-5.743
2411,10354,Cuba,2014,11332030.0,85723463680.0,27.608,-1.837
2412,10355,Cuba,2015,11339888.0,88467243008.0,29.469,6.739
2413,10356,Cuba,2016,11342012.0,89440002048.0,28.259,-4.103
2414,10357,Cuba,2017,11336405.0,90759331840.0,25.219,-10.761
2415,10358,Cuba,2018,11328243.0,92551012352.0,22.631,-10.26
2416,10359,Cuba,2019,11316699.0,,22.842,0.933
2417,10360,Cuba,2020,11300695.0,,19.732,-13.615
2418,10361,Cuba,2021,11256373.0,,22.057,11.784
2419,10492,Curacao,1980,156859.0,,8.736,2.912
2420,10493,Curacao,1981,157038.0,,8.321,-4.75
2421,10494,Curacao,1982,157054.0,,9.304,11.808
2422,10495,Curacao,1983,156974.0,,4.782,-48.606
2423,10496,Curacao,1984,156817.0,,11.941,149.713
2424,10497,Curacao,1985,156648.0,,13.976,17.046
2425,10498,Curacao,1986,156467.0,,2.679,-80.83
2426,10499,Curacao,1987,156270.0,,2.382,-11.098
2427,10500,Curacao,1988,156061.0,,2.346,-1.493
2428,10501,Curacao,1989,155781.0,,4.466,90.358
2429,10502,Curacao,1990,155461.0,,4.783,7.091
2430,10503,Curacao,1991,155033.0,,3.817,-20.203
2431,10504,Curacao,1992,154387.0,,3.145,-17.612
2432,10505,Curacao,1993,153396.0,,4.854,54.368
2433,10506,Curacao,1994,152103.0,,4.654,-4.128
2434,10507,Curacao,1995,150604.0,,4.605,-1.042
2435,10508,Curacao,1996,148955.0,,4.308,-6.456
2436,10509,Curacao,1997,147160.0,,4.508,4.651
2437,10510,Curacao,1998,145264.0,,0.249,-94.48
2438,10511,Curacao,1999,143262.0,,1.865,649.35
2439,10512,Curacao,2000,141433.0,,4.948,165.338
2440,10513,Curacao,2001,140643.0,,5.038,1.829
2441,10514,Curacao,2002,141394.0,,4.857,-3.592
2442,10515,Curacao,2003,143121.0,,4.861,0.067
2443,10516,Curacao,2004,145090.0,,5.1,4.92
2444,10517,Curacao,2005,147275.0,,5.055,-0.887
2445,10518,Curacao,2006,149671.0,,5.268,4.22
2446,10519,Curacao,2007,152135.0,,5.93,12.577
2447,10520,Curacao,2008,154598.0,,5.704,-3.815
2448,10521,Curacao,2009,157018.0,,5.837,2.323
2449,10522,Curacao,2010,159392.0,,4.02,-31.118
2450,10523,Curacao,2011,161681.0,,5.129,27.572
2451,10524,Curacao,2012,163960.0,,5.837,13.8
2452,10525,Curacao,2013,166148.0,,5.503,-5.712
2453,10526,Curacao,2014,168034.0,,6.408,16.445
2454,10527,Curacao,2015,169588.0,,6.925,8.062
2455,10528,Curacao,2016,170752.0,,5.8,-16.243
2456,10529,Curacao,2017,171543.0,,4.595,-20.783
2457,10530,Curacao,2018,184734.0,,3.979,-13.397
2458,10531,Curacao,2019,193119.0,,1.96,-50.737
2459,10532,Curacao,2020,189298.0,,1.674,-14.62
2460,10533,Curacao,2021,190348.0,,1.844,10.164
2461,10664,Cyprus,1980,679336.0,5774560768.0,3.261,7.066
2462,10665,Cyprus,1981,687179.0,5950994944.0,3.096,-5.06
2463,10666,Cyprus,1982,696237.0,6324783104.0,3.157,1.988
2464,10667,Cyprus,1983,707484.0,6661699072.0,3.151,-0.186
2465,10668,Cyprus,1984,719687.0,7250066944.0,3.235,2.64
2466,10669,Cyprus,1985,731670.0,7589592576.0,3.145,-2.769
2467,10670,Cyprus,1986,743451.0,7878649856.0,3.606,14.661
2468,10671,Cyprus,1987,755031.0,8435044864.0,4.185,16.053
2469,10672,Cyprus,1988,766417.0,9131655168.0,4.198,0.301
2470,10673,Cyprus,1989,777599.0,9870456832.0,4.43,5.531
2471,10674,Cyprus,1990,788501.0,10601790464.0,4.653,5.045
2472,10675,Cyprus,1991,799067.0,10779906048.0,5.143,10.521
2473,10676,Cyprus,1992,810435.0,11898679296.0,5.517,7.286
2474,10677,Cyprus,1993,825993.0,12093020160.0,5.761,4.412
2475,10678,Cyprus,1994,844452.0,12925316096.0,6.002,4.193
2476,10679,Cyprus,1995,862419.0,14339872768.0,5.874,-2.139
2477,10680,Cyprus,1996,880064.0,14666458112.0,6.224,5.961
2478,10681,Cyprus,1997,897476.0,15182803968.0,6.312,1.411
2479,10682,Cyprus,1998,914667.0,16126405632.0,6.609,4.706
2480,10683,Cyprus,1999,931612.0,17062067200.0,6.876,4.037
2481,10684,Cyprus,2000,948238.0,18206158848.0,7.122,3.585
2482,10685,Cyprus,2001,964838.0,19037272064.0,6.997,-1.767
2483,10686,Cyprus,2002,982202.0,19867287552.0,7.186,2.706
2484,10687,Cyprus,2003,1000355.0,20548239360.0,7.577,5.439
2485,10688,Cyprus,2004,1018688.0,21687285760.0,7.803,2.991
2486,10689,Cyprus,2005,1037070.0,22703857664.0,7.958,1.977
2487,10690,Cyprus,2006,1055445.0,23948568576.0,8.185,2.861
2488,10691,Cyprus,2007,1073875.0,25336385536.0,8.505,3.902
2489,10692,Cyprus,2008,1092402.0,26560141312.0,8.717,2.498
2490,10693,Cyprus,2009,1110979.0,26331576320.0,8.472,-2.816
2491,10694,Cyprus,2010,1129693.0,26927026176.0,8.103,-4.356
2492,10695,Cyprus,2011,1145090.0,27264894976.0,7.789,-3.867
2493,10696,Cyprus,2012,1156556.0,26403463168.0,7.264,-6.745
2494,10697,Cyprus,2013,1166972.0,24831176704.0,6.584,-9.362
2495,10698,Cyprus,2014,1176997.0,24451190784.0,6.952,5.592
2496,10699,Cyprus,2015,1187286.0,24862126080.0,6.973,0.299
2497,10700,Cyprus,2016,1197889.0,25590757376.0,7.375,5.772
2498,10701,Cyprus,2017,1208527.0,26706794496.0,7.525,2.033
2499,10702,Cyprus,2018,1218834.0,27790155776.0,7.343,-2.429
2500,10703,Cyprus,2019,1228840.0,,7.343,0.009
2501,10704,Cyprus,2020,1237540.0,,7.27,-1.002
2502,10705,Cyprus,2021,1244193.0,,7.6,4.551
2503,10836,Czechia,1980,10270060.0,126921728000.0,184.677,1.161
2504,10837,Czechia,1981,10283841.0,126726004736.0,182.648,-1.099
2505,10838,Czechia,1982,10293692.0,124767551488.0,180.846,-0.987
2506,10839,Czechia,1983,10298165.0,126785028096.0,181.076,0.127
2507,10840,Czechia,1984,10299713.0,129617870848.0,187.168,3.364
2508,10841,Czechia,1985,10302326.0,132537131008.0,184.6,-1.372
2509,10842,Czechia,1986,10302678.0,136190033920.0,185.854,0.68
2510,10843,Czechia,1987,10302081.0,139350917120.0,183.641,-1.191
2511,10844,Czechia,1988,10304147.0,142237368320.0,180.617,-1.647
2512,10845,Czechia,1989,10304498.0,144679288832.0,172.331,-4.588
2513,10846,Czechia,1990,10301190.0,146168283136.0,164.211,-4.712
2514,10847,Czechia,1991,10303359.0,130869280768.0,148.879,-9.336
2515,10848,Czechia,1992,10310956.0,131887431680.0,145.711,-2.128
2516,10849,Czechia,1993,10318915.0,133712371712.0,140.129,-3.831
2517,10850,Czechia,1994,10321309.0,139362828288.0,132.673,-5.321
2518,10851,Czechia,1995,10311702.0,149915926528.0,131.627,-0.789
2519,10852,Czechia,1996,10295653.0,158347427840.0,135.004,2.566
2520,10853,Czechia,1997,10279042.0,159287115776.0,130.834,-3.089
2521,10854,Czechia,1998,10263837.0,160811499520.0,125.427,-4.133
2522,10855,Czechia,1999,10249145.0,165213880320.0,116.57,-7.062
2523,10856,Czechia,2000,10234712.0,174508441600.0,127.156,9.081
2524,10857,Czechia,2001,10230273.0,182134898688.0,127.03,-0.099
2525,10858,Czechia,2002,10238170.0,187506016256.0,123.947,-2.427
2526,10859,Czechia,2003,10248039.0,196738662400.0,127.479,2.849
2527,10860,Czechia,2004,10261003.0,209118199808.0,128.248,0.603
2528,10861,Czechia,2005,10280122.0,225438384128.0,125.689,-1.995
2529,10862,Czechia,2006,10304822.0,244024344576.0,126.566,0.698
2530,10863,Czechia,2007,10337831.0,260810031104.0,128.37,1.425
2531,10864,Czechia,2008,10378586.0,271304294400.0,122.912,-4.252
2532,10865,Czechia,2009,10421515.0,261474025472.0,115.013,-6.427
2533,10866,Czechia,2010,10464750.0,270895333376.0,117.482,2.147
2534,10867,Czechia,2011,10496379.0,279860772864.0,115.186,-1.955
2535,10868,Czechia,2012,10511065.0,277620523008.0,111.281,-3.39
2536,10869,Czechia,2013,10514547.0,276285980672.0,106.711,-4.106
2537,10870,Czechia,2014,10517178.0,283780743168.0,104.229,-2.326
2538,10871,Czechia,2015,10523801.0,296649588736.0,104.996,0.736
2539,10872,Czechia,2016,10527584.0,303850717184.0,106.656,1.581
2540,10873,Czechia,2017,10531315.0,317076144128.0,107.748,1.024
2541,10874,Czechia,2018,10534598.0,326100320256.0,106.338,-1.308
2542,10875,Czechia,2019,10536876.0,,101.013,-5.008
2543,10876,Czechia,2020,10530951.0,,91.854,-9.067
2544,10877,Czechia,2021,10510748.0,,97.138,5.753
2545,11008,Democratic Republic of Congo,1980,26708692.0,27648954368.0,3.485,-6.82
2546,11009,Democratic Republic of Congo,1981,27457786.0,28317622272.0,3.755,7.759
2547,11010,Democratic Republic of Congo,1982,28219220.0,28196935680.0,3.047,-18.865
2548,11011,Democratic Republic of Congo,1983,29005180.0,28585207808.0,3.998,31.213
2549,11012,Democratic Republic of Congo,1984,29879850.0,30141794304.0,3.932,-1.66
2550,11013,Democratic Republic of Congo,1985,30800062.0,30309892096.0,3.612,-8.132
2551,11014,Democratic Republic of Congo,1986,31725136.0,31729260544.0,3.346,-7.371
2552,11015,Democratic Republic of Congo,1987,32712580.0,32572620800.0,3.816,14.054
2553,11016,Democratic Republic of Congo,1988,33750044.0,32745572352.0,3.978,4.249
2554,11017,Democratic Republic of Congo,1989,34825892.0,32549357568.0,4.352,9.402
2555,11018,Democratic Republic of Congo,1990,35987544.0,31745583104.0,4.249,-2.367
2556,11019,Democratic Republic of Congo,1991,37194820.0,29817690112.0,3.133,-26.274
2557,11020,Democratic Republic of Congo,1992,38332300.0,27407296512.0,2.808,-10.355
2558,11021,Democratic Republic of Congo,1993,39580848.0,24338477056.0,2.662,-5.195
2559,11022,Democratic Republic of Congo,1994,41511988.0,23485763584.0,1.698,-36.213
2560,11023,Democratic Republic of Congo,1995,43285788.0,24780658688.0,2.104,23.872
2561,11024,Democratic Republic of Congo,1996,44118716.0,24914391040.0,2.311,9.863
2562,11025,Democratic Republic of Congo,1997,44822200.0,23716347904.0,1.875,-18.85
2563,11026,Democratic Republic of Congo,1998,45895532.0,23460466688.0,1.656,-11.727
2564,11027,Democratic Republic of Congo,1999,47227236.0,23134195712.0,1.317,-20.419
2565,11028,Democratic Republic of Congo,2000,48616328.0,21854111744.0,0.893,-32.239
2566,11029,Democratic Republic of Congo,2001,50106660.0,21977292800.0,0.77,-13.773
2567,11030,Democratic Republic of Congo,2002,51662080.0,23244763136.0,0.85,10.433
2568,11031,Democratic Republic of Congo,2003,53205640.0,25228486656.0,1.037,22.007
2569,11032,Democratic Republic of Congo,2004,54815608.0,27653537792.0,1.149,10.825
2570,11033,Democratic Republic of Congo,2005,56550244.0,30164654080.0,1.445,25.718
2571,11034,Democratic Republic of Congo,2006,58381636.0,32708308992.0,1.552,7.415
2572,11035,Democratic Republic of Congo,2007,60289424.0,35814301696.0,1.697,9.299
2573,11036,Democratic Republic of Congo,2008,62249724.0,39245770752.0,1.811,6.721
2574,11037,Democratic Republic of Congo,2009,64270236.0,41718894592.0,1.694,-6.435
2575,11038,Democratic Republic of Congo,2010,66391260.0,46223523840.0,1.962,15.814
2576,11039,Democratic Republic of Congo,2011,68654272.0,51169099776.0,2.44,24.342
2577,11040,Democratic Republic of Congo,2012,70997872.0,55232446464.0,2.356,-3.411
2578,11041,Democratic Republic of Congo,2013,73460032.0,60481138688.0,3.538,50.131
2579,11042,Democratic Republic of Congo,2014,76035592.0,66862399488.0,4.631,30.908
2580,11043,Democratic Republic of Congo,2015,78656904.0,72089763840.0,2.793,-39.695
2581,11044,Democratic Republic of Congo,2016,81430976.0,74568654848.0,2.014,-27.879
2582,11045,Democratic Republic of Congo,2017,84283272.0,77347831808.0,2.474,22.826
2583,11046,Democratic Republic of Congo,2018,87087352.0,81846378496.0,2.472,-0.076
2584,11047,Democratic Republic of Congo,2019,89906896.0,,2.605,5.4
2585,11048,Democratic Republic of Congo,2020,92853168.0,,2.483,-4.705
2586,11049,Democratic Republic of Congo,2021,95894120.0,,2.607,4.986
2587,11187,Denmark,1980,5125397.0,124346114048.0,60.348,-4.176
2588,11188,Denmark,1981,5126983.0,123240390656.0,51.773,-14.21
2589,11189,Denmark,1982,5126402.0,126957510656.0,53.684,3.692
2590,11190,Denmark,1983,5124341.0,130158862336.0,50.168,-6.55
2591,11191,Denmark,1984,5121317.0,135871946752.0,50.856,1.373
2592,11192,Denmark,1985,5119453.0,141700382720.0,60.065,18.107
2593,11193,Denmark,1986,5119368.0,146862030848.0,58.907,-1.928
2594,11194,Denmark,1987,5121515.0,147289145344.0,58.346,-0.952
2595,11195,Denmark,1988,5126107.0,149007302656.0,55.112,-5.543
2596,11196,Denmark,1989,5133937.0,149399519232.0,48.809,-11.437
2597,11197,Denmark,1990,5144626.0,151205740544.0,53.585,9.785
2598,11198,Denmark,1991,5158325.0,154193559552.0,64.2,19.81
2599,11199,Denmark,1992,5175466.0,158107713536.0,58.391,-9.049
2600,11200,Denmark,1993,5193776.0,159029510144.0,60.637,3.847
2601,11201,Denmark,1994,5213801.0,168468807680.0,64.698,6.697
2602,11202,Denmark,1995,5235205.0,174565621760.0,61.614,-4.766
2603,11203,Denmark,1996,5256002.0,180657864704.0,74.869,21.512
2604,11204,Denmark,1997,5277385.0,187612758016.0,65.469,-12.555
2605,11205,Denmark,1998,5298991.0,192868466688.0,61.238,-6.462
2606,11206,Denmark,1999,5319856.0,199692681216.0,58.652,-4.222
2607,11207,Denmark,2000,5340662.0,208358719488.0,54.306,-7.41
2608,11208,Denmark,2001,5360753.0,211275268096.0,55.896,2.928
2609,11209,Denmark,2002,5378700.0,213475426304.0,55.554,-0.613
2610,11210,Denmark,2003,5396355.0,215532699648.0,60.645,9.165
2611,11211,Denmark,2004,5415583.0,222551113728.0,55.1,-9.144
2612,11212,Denmark,2005,5436314.0,229050957824.0,51.535,-6.47
2613,11213,Denmark,2006,5457863.0,239379202048.0,59.488,15.432
2614,11214,Denmark,2007,5479722.0,242933465088.0,54.709,-8.033
2615,11215,Denmark,2008,5502752.0,243073646592.0,51.256,-6.311
2616,11216,Denmark,2009,5526455.0,232468676608.0,48.851,-4.692
2617,11217,Denmark,2010,5550850.0,238176026624.0,49.204,0.721
2618,11218,Denmark,2011,5576016.0,242738380800.0,44.248,-10.072
2619,11219,Denmark,2012,5600955.0,243290013696.0,39.871,-9.892
2620,11220,Denmark,2013,5625393.0,245558509568.0,41.773,4.771
2621,11221,Denmark,2014,5650654.0,249673711616.0,37.578,-10.043
2622,11222,Denmark,2015,5677795.0,253683007488.0,35.228,-6.253
2623,11223,Denmark,2016,5706856.0,256821805056.0,37.033,5.125
2624,11224,Denmark,2017,5737286.0,262051119104.0,34.78,-6.084
2625,11225,Denmark,2018,5766689.0,268317622272.0,34.725,-0.159
2626,11226,Denmark,2019,5795879.0,,30.955,-10.855
2627,11227,Denmark,2020,5825638.0,,28.282,-8.636
2628,11228,Denmark,2021,5854246.0,,29.577,4.579
2629,11359,Djibouti,1980,324130.0,1035609024.0,0.348,-4.04
2630,11360,Djibouti,1981,341325.0,1066395008.0,0.3,-13.684
2631,11361,Djibouti,1982,355119.0,1083308032.0,0.348,15.854
2632,11362,Djibouti,1983,367734.0,1096310016.0,0.348,0.0
2633,11363,Djibouti,1984,382169.0,1104000000.0,0.352,1.053
2634,11364,Djibouti,1985,400717.0,1100160000.0,0.359,2.083
2635,11365,Djibouti,1986,424292.0,1088971008.0,0.377,5.102
2636,11366,Djibouti,1987,452286.0,1092029952.0,0.388,2.913
2637,11367,Djibouti,1988,482344.0,1105884032.0,0.348,-10.377
2638,11368,Djibouti,1989,521114.0,1076711936.0,0.388,11.579
2639,11369,Djibouti,1990,577183.0,1151692032.0,0.275,-29.245
2640,11370,Djibouti,1991,628528.0,1111365120.0,0.286,4.0
2641,11371,Djibouti,1992,623208.0,1171473792.0,0.3,5.128
2642,11372,Djibouti,1993,611239.0,1223278976.0,0.3,0.0
2643,11373,Djibouti,1994,623482.0,1189922944.0,0.293,-2.439
2644,11374,Djibouti,1995,629628.0,1251123072.0,0.311,6.25
2645,11375,Djibouti,1996,644659.0,1182573440.0,0.293,-5.882
2646,11376,Djibouti,1997,667793.0,1231663872.0,0.33,12.5
2647,11377,Djibouti,1998,694931.0,1226205312.0,0.385,16.667
2648,11378,Djibouti,1999,719381.0,1247108096.0,0.385,0.0
2649,11379,Djibouti,2000,742046.0,1258388224.0,0.366,-4.762
2650,11380,Djibouti,2001,765496.0,1279069440.0,0.366,0.0
2651,11381,Djibouti,2002,789140.0,1306309888.0,0.399,9.0
2652,11382,Djibouti,2003,806412.0,1344454912.0,0.421,5.505
2653,11383,Djibouti,2004,818380.0,1377810048.0,0.407,-3.478
2654,11384,Djibouti,2005,830863.0,1416452224.0,0.414,1.802
2655,11385,Djibouti,2006,846957.0,1590366848.0,0.41,-0.885
2656,11386,Djibouti,2007,865202.0,1662836608.0,0.462,12.5
2657,11387,Djibouti,2008,882893.0,1746582400.0,0.498,7.937
2658,11388,Djibouti,2009,901106.0,1828090880.0,0.458,-8.088
2659,11389,Djibouti,2010,919206.0,1885010176.0,0.517,12.8
2660,11390,Djibouti,2011,936819.0,1960630016.0,0.473,-8.511
2661,11391,Djibouti,2012,954311.0,2054195968.0,0.487,3.101
2662,11392,Djibouti,2013,971761.0,2157408000.0,0.557,14.237
2663,11393,Djibouti,2014,989091.0,2286629888.0,0.388,-30.247
2664,11394,Djibouti,2015,1006266.0,2435148032.0,0.432,11.16
2665,11395,Djibouti,2016,1023269.0,2595207936.0,0.38,-11.933
2666,11396,Djibouti,2017,1040242.0,2741553152.0,0.392,3.058
2667,11397,Djibouti,2018,1057204.0,2913438464.0,0.385,-1.763
2668,11398,Djibouti,2019,1073999.0,,0.393,2.014
2669,11399,Djibouti,2020,1090162.0,,0.363,-7.462
2670,11400,Djibouti,2021,1105562.0,,0.379,4.368
2671,11531,Dominica,1980,73000.0,164206000.0,0.037,11.111
2672,11532,Dominica,1981,72949.0,184926000.0,0.037,0.0
2673,11533,Dominica,1982,72650.0,191808000.0,0.04,10.0
2674,11534,Dominica,1983,72290.0,195656000.0,0.04,0.0
2675,11535,Dominica,1984,71957.0,207348000.0,0.044,9.091
2676,11536,Dominica,1985,71613.0,209656000.0,0.048,8.333
2677,11537,Dominica,1986,71233.0,223704000.0,0.048,0.0
2678,11538,Dominica,1987,70824.0,242640000.0,0.048,0.0
2679,11539,Dominica,1988,70408.0,261776992.0,0.055,15.385
2680,11540,Dominica,1989,69996.0,263694000.0,0.059,6.667
2681,11541,Dominica,1990,69501.0,275729984.0,0.059,0.0
2682,11542,Dominica,1991,69170.0,285879712.0,0.059,0.0
2683,11543,Dominica,1992,69135.0,299018304.0,0.059,0.0
2684,11544,Dominica,1993,69196.0,303787200.0,0.062,6.25
2685,11545,Dominica,1994,69219.0,316614944.0,0.066,5.882
2686,11546,Dominica,1995,69224.0,327078080.0,0.081,22.222
2687,11547,Dominica,1996,69182.0,347533760.0,0.073,-9.091
2688,11548,Dominica,1997,69096.0,361956544.0,0.081,10.0
2689,11549,Dominica,1998,68957.0,382388800.0,0.077,-4.545
2690,11550,Dominica,1999,68713.0,390881664.0,0.081,4.762
2691,11551,Dominica,2000,68365.0,404483808.0,0.103,27.273
2692,11552,Dominica,2001,68171.0,411786944.0,0.11,7.143
2693,11553,Dominica,2002,68281.0,415538976.0,0.103,-6.667
2694,11554,Dominica,2003,68457.0,455180800.0,0.117,14.286
2695,11555,Dominica,2004,68591.0,475394400.0,0.143,21.875
2696,11556,Dominica,2005,68686.0,482222496.0,0.143,0.0
2697,11557,Dominica,2006,68761.0,513632256.0,0.143,0.0
2698,11558,Dominica,2007,68789.0,554311680.0,0.183,28.205
2699,11559,Dominica,2008,68794.0,617146560.0,0.165,-10.0
2700,11560,Dominica,2009,68805.0,621365632.0,0.161,-2.222
2701,11561,Dominica,2010,68775.0,640098880.0,0.172,6.818
2702,11562,Dominica,2011,68758.0,652912000.0,0.154,-10.638
2703,11563,Dominica,2012,68908.0,644078976.0,0.165,7.143
2704,11564,Dominica,2013,68839.0,667585024.0,0.169,2.222
2705,11565,Dominica,2014,69388.0,694011008.0,0.176,4.348
2706,11566,Dominica,2015,70027.0,689606016.0,0.176,0.0
2707,11567,Dominica,2016,70098.0,706700032.0,0.18,2.083
2708,11568,Dominica,2017,70422.0,653398976.0,0.161,-10.204
2709,11569,Dominica,2018,70840.0,667810432.0,0.161,0.0
2710,11570,Dominica,2019,71446.0,,0.169,4.545
2711,11571,Dominica,2020,72011.0,,0.144,-14.62
2712,11572,Dominica,2021,72435.0,,0.159,10.164
2713,11703,Dominican Republic,1980,5755808.0,21539809280.0,6.427,-5.284
2714,11704,Dominican Republic,1981,5885248.0,22427979776.0,6.135,-4.54
2715,11705,Dominican Republic,1982,6014975.0,22837393408.0,6.303,2.742
2716,11706,Dominican Republic,1983,6147216.0,23843930112.0,7.866,24.782
2717,11707,Dominican Republic,1984,6282107.0,23906859008.0,7.39,-6.041
2718,11708,Dominican Republic,1985,6417803.0,23302486016.0,7.242,-2.015
2719,11709,Dominican Republic,1986,6554326.0,23995594752.0,8.121,12.145
2720,11710,Dominican Republic,1987,6692727.0,25809188864.0,9.687,19.286
2721,11711,Dominican Republic,1988,6834210.0,25978978304.0,9.74,0.542
2722,11712,Dominican Republic,1989,6980041.0,29288298496.0,10.258,5.32
2723,11713,Dominican Republic,1990,7129004.0,27899936768.0,8.936,-12.887
2724,11714,Dominican Republic,1991,7278410.0,28624482304.0,9.538,6.74
2725,11715,Dominican Republic,1992,7427347.0,30699632640.0,10.418,9.225
2726,11716,Dominican Republic,1993,7576083.0,33455892480.0,11.209,7.588
2727,11717,Dominican Republic,1994,7723940.0,34777866240.0,11.796,5.243
2728,11718,Dominican Republic,1995,7869754.0,37276688384.0,15.107,28.064
2729,11719,Dominican Republic,1996,8012315.0,40578793472.0,16.484,9.117
2730,11720,Dominican Republic,1997,8150078.0,44531093504.0,17.266,4.74
2731,11721,Dominican Republic,1998,8282125.0,48409989120.0,17.788,3.026
2732,11722,Dominican Republic,1999,8411380.0,52484542464.0,17.821,0.186
2733,11723,Dominican Republic,2000,8540790.0,56344829952.0,18.992,6.567
2734,11724,Dominican Republic,2001,8669038.0,58288340992.0,19.145,0.805
2735,11725,Dominican Republic,2002,8795104.0,62670835712.0,20.949,9.426
2736,11726,Dominican Republic,2003,8919857.0,63562706944.0,21.345,1.89
2737,11727,Dominican Republic,2004,9043135.0,65495216128.0,17.333,-18.795
2738,11728,Dominican Republic,2005,9164770.0,72784388096.0,17.941,3.504
2739,11729,Dominican Republic,2006,9284169.0,81940078592.0,19.112,6.529
2740,11730,Dominican Republic,2007,9402209.0,90411704320.0,19.993,4.61
2741,11731,Dominican Republic,2008,9522954.0,94906286080.0,20.332,1.695
2742,11732,Dominican Republic,2009,9648061.0,97411112960.0,19.781,-2.711
2743,11733,Dominican Republic,2010,9775756.0,107260354560.0,20.553,3.907
2744,11734,Dominican Republic,2011,9903743.0,112432726016.0,21.318,3.719
2745,11735,Dominican Republic,2012,10030885.0,115425804288.0,21.255,-0.296
2746,11736,Dominican Republic,2013,10157054.0,120732909568.0,21.267,0.057
2747,11737,Dominican Republic,2014,10282116.0,129713741824.0,21.801,2.509
2748,11738,Dominican Republic,2015,10405832.0,138611523584.0,23.495,7.77
2749,11739,Dominican Republic,2016,10527589.0,147459375104.0,24.645,4.895
2750,11740,Dominican Republic,2017,10647247.0,154422411264.0,24.017,-2.547
2751,11741,Dominican Republic,2018,10765532.0,165255135232.0,25.756,7.242
2752,11742,Dominican Republic,2019,10881886.0,,28.358,10.1
2753,11743,Dominican Republic,2020,10999668.0,,26.38,-6.974
2754,11744,Dominican Republic,2021,11117873.0,,28.922,9.637
